299,296
302,296
300,294
303,294
306,294
304,296
307,296
310,296
313,296
311,298
313,296
316,296
319,296
322,296
325,296
328,296
326,298
328,296
328,293
331,293
334,293
331,293
329,295
329,298
327,300
324,300
322,298
322,295
320,293
317,293
315,295
318,295
320,293
323,293
325,291
328,291
328,288
331,288
331,285
334,285
337,285
340,285
338,287
336,285
334,283
337,283
339,281
341,279
341,282
341,285
343,283
343,280
346,280
344,282
344,285
342,287
344,285
347,285
347,288
350,288
353,288
351,286
353,284
350,284
347,284
345,286
348,286
345,286
347,284
344,284
346,282
349,282
352,282
354,280
357,280
360,280
363,280
363,277
363,274
366,274
364,276
361,276
361,273
359,271
357,273
357,270
357,273
360,273
357,273
355,271
352,271
350,269
350,266
350,263
350,266
350,269
350,272
348,270
351,270
353,268
353,271
353,268
351,266
351,263
348,263
346,265
349,265
347,267
347,264
347,267
350,267
348,269
345,269
342,269
342,266
342,263
345,263
342,263
344,261
342,259
340,261
340,258
338,256
341,256
341,253
339,255
339,252
337,254
335,256
337,254
334,254
331,254
328,254
331,254
331,257
328,257
328,260
328,257
331,257
334,257
334,254
332,256
330,258
327,258
327,261
330,261
332,259
330,257
330,254
330,251
333,251
333,248
331,250
334,250
331,250
333,248
333,251
336,251
333,251
336,251
336,254
336,257
334,255
331,255
334,255
331,255
329,257
327,255
329,253
329,256
332,256
335,256
335,259
333,261
336,261
339,261
339,264
336,264
334,262
334,265
332,263
334,261
334,264
332,262
332,259
332,262
334,260
332,262
329,262
327,260
329,258
331,256
329,258
332,258
329,258
331,256
334,256
332,258
335,258
335,261
