299,302
296,302
294,300
296,298
296,301
299,301
297,299
297,302
300,302
300,305
298,307
301,307
299,305
302,305
305,305
308,305
306,307
309,307
307,305
310,305
310,302
310,299
313,299
310,299
307,299
305,297
305,294
302,294
302,291
302,294
300,292
300,295
298,293
301,293
299,291
296,291
299,291
302,291
302,294
304,292
307,292
310,292
308,290
311,290
311,287
314,287
314,290
314,287
317,287
314,287
312,289
312,286
315,286
313,288
310,288
308,290
305,290
303,288
301,290
298,290
298,293
296,295
296,292
299,292
296,292
299,292
296,292
296,289
299,289
296,289
299,289
297,291
295,293
293,291
295,289
293,287
293,290
293,293
295,291
298,291
300,289
297,289
300,289
302,287
305,287
302,287
299,287
301,285
304,285
307,285
305,283
302,283
305,283
308,283
308,286
308,289
311,289
309,291
309,294
309,297
312,297
312,300
310,298
307,298
305,300
305,303
305,300
308,300
305,300
305,297
303,299
303,302
303,299
301,297
303,295
305,293
308,293
311,293
311,296
308,296
310,294
307,294
310,294
312,292
310,290
308,292
311,292
314,292
314,289
317,289
314,289
314,292
311,292
314,292
317,292
317,295
314,295
317,295
315,293
313,295
311,297
308,297
310,295
308,297
308,294
310,292
310,289
313,289
315,287
317,285
315,283
315,280
318,280
321,280
319,278
317,276
320,276
320,273
317,273
320,273
323,273
326,273
329,273
331,271
334,271
331,271
328,271
330,269
330,266
333,266
333,269
335,267
333,265
331,267
334,267
334,264
337,264
339,262
342,262
345,262
342,262
340,264
342,262
342,259
342,256
340,254
343,254
346,254
348,252
348,249
348,246
350,244
348,246
351,246
354,246
357,246
354,246
356,244
353,244
355,242
