297,297
300,297
302,295
305,295
305,298
308,298
310,296
312,294
314,292
316,290
316,293
316,290
318,288
315,288
312,288
314,286
312,284
310,282
310,285
310,282
313,282
315,280
315,283
318,283
321,283
324,283
322,281
322,284
320,282
317,282
317,279
317,282
317,285
317,288
317,291
317,294
315,296
315,299
313,301
313,304
311,306
311,309
309,311
309,314
309,317
307,319
307,322
307,325
307,328
307,331
307,334
310,334
310,337
310,340
308,342
308,345
308,348
308,351
308,354
308,357
308,360
308,363
308,366
308,369
311,369
311,372
311,375
314,375
314,378
312,380
315,380
313,382
313,385
313,388
313,391
316,391
314,393
314,396
312,398
315,398
315,401
318,401
318,404
321,404
319,406
317,408
317,411
320,411
318,413
316,415
316,418
316,421
316,424
316,427
316,430
316,433
314,435
314,438
317,438
320,438
320,441
318,443
316,445
314,447
312,449
312,452
312,455
312,458
310,460
313,460
316,460
314,462
317,462
315,464
315,467
313,469
313,472
313,475
313,478
313,481
316,481
316,484
316,487
319,487
319,490
319,493
322,493
322,496
322,499
322,502
322,505
322,508
325,508
325,511
325,514
323,516
323,519
321,521
321,524
321,527
321,530
321,533
321,536
321,539
321,542
324,542
324,545
324,548
324,551
322,553
322,556
322,559
322,562
325,562
325,565
325,568
325,571
325,574
325,577
325,580
325,583
325,586
325,589
323,591
323,594
323,597
326,597
324,599
324,602
322,604
322,607
322,610
322,613
322,616
322,619
322,622
325,622
325,625
323,627
321,629
319,631
319,634
322,634
320,636
318,638
318,641
318,644
318,647
318,650
318,653
318,656
316,658
316,661
316,664
316,667
314,669
312,671
310,673
308,675
311,675
