299,296
297,298
299,296
296,296
298,294
295,294
297,292
297,295
297,292
295,294
293,296
293,293
296,293
293,293
293,290
295,288
292,288
295,288
292,288
290,286
293,286
291,288
288,288
288,291
291,291
294,291
292,289
295,289
298,289
296,291
293,291
290,291
288,289
285,289
288,289
285,289
282,289
280,291
283,291
280,291
283,291
283,294
286,294
289,294
287,296
289,294
291,292
289,294
291,292
294,292
297,292
295,294
293,292
296,292
299,292
299,295
301,293
299,291
302,291
300,289
303,289
303,292
301,294
299,292
302,292
300,294
300,291
300,294
300,291
300,294
297,294
300,294
303,294
306,294
308,292
310,290
312,288
312,291
310,293
308,291
311,291
311,288
309,286
312,286
309,286
307,288
307,291
310,291
308,293
306,291
304,293
301,293
301,296
304,296
307,296
305,298
303,296
301,298
299,300
299,297
296,297
293,297
293,294
290,294
290,291
287,291
285,289
285,286
283,284
283,281
281,279
279,277
279,274
277,272
275,270
275,267
275,264
273,262
273,259
273,256
271,254
271,251
269,249
267,247
267,244
265,242
262,242
262,239
260,237
257,237
257,234
257,231
255,229
253,227
253,224
250,224
248,222
248,219
246,217
246,214
243,214
243,211
243,208
240,208
240,205
238,203
238,200
236,198
236,195
234,193
234,190
234,187
234,184
234,181
234,178
232,176
230,174
230,171
230,168
230,165
228,163
226,161
223,161
223,158
223,155
221,153
218,153
216,151
216,148
214,146
214,143
211,143
209,141
209,138
207,136
207,133
207,130
204,130
202,128
202,125
202,122
200,120
197,120
197,117
194,117
194,114
191,114
189,112
187,110
185,108
185,105
183,103
183,100
183,97
183,94
180,94
177,94
177,91
177,88
175,86
