301,297
299,299
299,302
299,299
299,296
296,296
299,296
296,296
299,296
297,294
300,294
303,294
303,291
301,293
304,293
302,295
299,295
296,295
296,298
299,298
302,298
305,298
308,298
310,296
313,296
311,298
314,298
314,295
316,293
316,290
316,287
314,289
312,287
310,289
310,286
308,288
308,291
308,294
311,294
311,291
314,291
314,288
311,288
314,288
312,290
314,288
317,288
320,288
317,288
320,288
317,288
317,291
315,289
315,292
317,290
319,288
321,286
323,284
325,282
327,280
327,277
325,275
322,275
320,277
320,274
318,276
321,276
321,273
321,270
324,270
322,272
320,274
318,272
315,272
317,270
320,270
323,270
323,273
326,273
326,276
329,276
329,279
329,282
326,282
329,282
332,282
335,282
333,284
331,286
329,284
327,282
327,285
327,288
329,286
327,284
330,284
327,284
330,284
333,284
336,284
338,282
340,280
343,280
341,282
344,282
344,279
344,282
342,284
345,284
348,284
351,284
349,286
347,288
350,288
353,288
351,286
351,283
349,281
349,278
352,278
350,276
350,273
353,273
355,271
355,268
358,268
361,268
359,270
357,268
354,268
352,270
355,270
353,272
353,275
351,273
348,273
348,276
351,276
354,276
356,274
354,276
352,274
350,276
347,276
345,278
348,278
351,278
353,276
351,278
349,280
347,278
350,278
353,278
353,281
356,281
354,283
351,283
354,283
357,283
360,283
358,281
356,279
358,277
355,277
358,277
360,275
362,273
364,271
364,268
362,270
360,268
363,268
360,268
360,265
363,265
366,265
364,263
364,260
362,258
364,256
367,256
370,256
367,256
369,254
371,252
374,252
377,252
374,252
372,254
370,252
370,255
368,253
370,251
373,251
375,249
373,251
375,249
372,249
372,252
370,254
