276,0
274,0
274,0
276,0
274,0
274,0
274,0
274,0
272,0
272,0
272,0
274,0
274,3
274,6
272,8
272,11
274,13
274,16
276,18
276,21
276,24
278,26
278,29
278,32
276,34
276,37
276,40
274,42
274,45
274,48
274,51
274,54
274,57
274,60
272,62
272,65
272,68
274,70
274,73
276,75
278,77
280,79
282,81
282,84
284,86
282,88
282,91
282,94
282,97
282,100
284,102
282,104
282,107
282,110
284,112
284,115
284,118
284,121
284,124
286,126
284,128
284,131
286,133
286,136
286,139
288,141
288,144
288,147
288,150
286,152
286,155
284,157
284,160
282,162
282,165
282,168
282,171
284,173
282,175
284,177
286,179
286,182
288,184
290,186
288,188
290,190
290,193
290,196
290,199
292,201
292,204
292,207
290,209
290,212
292,214
294,216
292,218
294,220
294,223
294,226
294,229
294,232
292,234
294,236
294,239
296,241
296,244
298,246
296,248
294,250
292,252
294,254
294,257
296,259
296,262
296,265
294,267
296,269
298,271
298,274
300,272
303,272
303,269
303,272
306,272
304,274
306,272
309,272
307,274
307,277
305,279
305,276
308,276
310,274
310,271
310,268
310,265
312,267
312,270
312,273
315,273
313,275
310,275
307,275
304,275
301,275
298,275
295,275
293,277
295,275
297,273
295,275
297,273
299,275
297,277
297,280
299,278
302,278
302,281
304,279
307,279
304,279
304,282
304,279
306,281
306,284
304,286
306,288
308,286
311,286
311,283
311,286
311,283
311,280
313,278
315,280
312,280
312,277
314,279
311,279
308,279
306,281
303,281
300,281
300,284
303,284
305,286
305,283
302,283
304,285
301,285
303,287
305,289
307,291
305,293
302,293
302,296
299,296
302,296
302,299
